record_id,pubmed_id,year,title,journal,themes,subthemes,is_meta,in_substantive_corpus,admin_ics,cofunding_ics,tag_evidence_summary
442,37183953,2023,"Disparities in health-related quality of life among lesbian, gay, and bisexual cancer survivors",Journal of Psychosocial Oncology,5;6,,false,true,,,5:cancer survivors|cancer; 6:gay|lesbian|African American|bisexual|disparities|income
443,37315799,2023,Association of atopic dermatitis with Graves' disease and Hashimoto's thyroiditis: A case-control study in the All of Us research program,Journal of the American Academy of Dermatology,9;12,,false,true,,,9:Hashimoto; 12:dermatitis|atopic dermatitis
450,37407606,2023,A comprehensive analysis of lung cancer highlighting epidemiological factors and psychiatric comorbidities from the All of Us Research Program,Scientific Reports,2;3;4;5;6;7;13,,false,true,CA;OD,CA;OD;TR,2:genomics|polygenic; 3:Researcher Workbench|EHR data quality|data integration|cohort builder|electronic health record|workbench|EHR|data quality; 4:depression|anxiety|bipolar disorder|substance use disorder|schizophrenia|vaping|anxious|nicotine|substance use|psychosocial|psychiatric|mental health|cannabis|smoking|bipolar|depressive|tobacco|e-cigarette; 5:lung cancer|cancer|uterine cancer|metastasis|colorectal|cancer screening; 6:American Indian|access to care|African American|equity|underrepresented|Hispanic; 7:Fitbit|physical activity; 13:insomnia|pulmonary
451,37466934,2023,"Incidence and Prevalence of Diagnosed Vitiligo According to Race and Ethnicity, Age, and Sex in the US",JAMA Dermatology,6;12,,false,true,,,6:Latino|racial and ethnic|Black patients|race and ethnicity|Asian American|Hispanic; 12:vitiligo
455,37488318,2023,Association between uveitis and Lichen planus in the all of us research program,Archives of Dermatological Research,12;18,,false,true,,,12:lichen planus; 18:uveitis
456,37485864,2023,Frailty Among Sexual and Gender Minority Older Adults: The All of Us Database,"The Journals of Gerontology. Series A, Biological Sciences and Medical Sciences",6;11,,false,true,OD,OD;TR,6:gender minority|disparities|minority; 11:frailty index|frailty|older adults
457,37514109,2023,"Race, Ethnicity, and Pharmacogenomic Variation in the United States and the United Kingdom",Pharmaceutics,2;3;5;6;16;17,,false,true,MD,MD,2:genotype|genomic|genome-wide|ancestry; 3:Researcher Workbench|workbench|machine learning|supervised learning; 5:leukemia|lung cancer|cancer; 6:health disparities|social determinants of health|African American|Latino|racial and ethnic|disparities|minority|race and ethnicity|Hispanic; 16:pharmacogenomic|drug response|warfarin; 17:informed consent|ethics|recruitment
459,37642640,2023,Examining health care access disparities in Hispanic populations with peripheral artery disease and diabetes,"Vascular Medicine %28London, England%29",1;6,,false,true,DK,DK,1:diabetes|cardiovascular; 6:disparities|income|Hispanic
460,37671531,2023,Social and Health Care Utilization Factors Associated With Ophthalmic Visit Nonadherence in Glaucoma: An All of Us Study,Journal of Glaucoma,18,,false,true,EY;LM;MD;OD;TR,DE;ES;EY;LM;MD;OD;TR,18:glaucoma
461,37771713,2023,Availability of Physical Activity Tracking Data from Wearable Devices for Glaucoma Patients,Information %28Basel%29,7;18,,false,true,EY;MD;OD,DE;EY;MD;OD;TR,7:wearable|physical activity; 18:glaucoma
467,37215923,2023,Epidemiology and factors associated with cannabis use among patients with glaucoma in the All of Us Research Program,Heliyon,3;4;6;17;18,,false,true,,,3:re-identification|Researcher Workbench|workbench|EHR|notebook|feature selection; 4:nicotine|marijuana|substance use|cannabis|smoking|tobacco; 6:African American|education level|Latino|socioeconomic|income|Hispanic|housing; 17:outreach|biospecimen|informed consent; 18:glaucoma
468,37181330,2023,Cloud-based biomedical data storage and analysis for genomic research: Landscape analysis of data governance in emerging NIH-supported platforms,HGG Advances,2;3;17,,false,true,HG,HG,2:genomic; 3:data harmonization|harmonization; 17:data governance|data sharing|stakeholder
470,36223287,2022,Healthcare Access and Utilization Among Glaucoma Patients in a Nationwide Cohort,Journal of Glaucoma,18,,false,true,EY;MD;OD,DE;EY;MD;OD;TR,18:glaucoma
471,29733733,2018,Characteristics Of Likely Precision Medicine Initiative Participants Drawn From A Large Blood Donor Population,Health Affairs %28Project Hope%29,17,,false,true,OD;TR,OD;TR,17:research participation|recruitment
474,38008413,2023,Association between atopic dermatitis and hypertension and hyperlipidemia: A cross-sectional study in the All of Us Research Program,Journal of the American Academy of Dermatology,1;12,,false,true,OD,OD;TR,1:hypertension|hyperlipidemia; 12:dermatitis|atopic dermatitis
475,37422735,2023,Subtypes of Type 2 Diabetes and Incident Cardiovascular Disease Risk: UK Biobank and All of Us Cohorts,Mayo Clinic Proceedings,1,,false,true,OD,OD;TR,1:type 2 diabetes|T2D|obesity|glomerular|glycemic|diabetes|renal|cardiovascular disease|CVD|cardiovascular
478,37150941,2023,Drug-Induced Liver Injury with Commonly Used Antibiotics in the All of Us Research Program,Clinical Pharmacology and Therapeutics,3;16,,false,true,HG;OD,HG;OD;TR,3:phenotyping algorithm|electronic health record|ICD|EHR; 16:drug-induced liver injury|drug-induced
479,38008412,2023,Obstructive sleep apnea among patients with psoriasis: A case-control study in the All of Us Research Program,Journal of the American Academy of Dermatology,9;12;13,,false,true,OD,OD;TR,9:psoriasis; 12:psoriasis; 13:obstructive sleep apnea|sleep apnea
480,37024052,2023,Rosacea diagnosis and prescription patterns in underrepresented groups: An All of Us database analysis,Journal of the American Academy of Dermatology,6;12,,false,true,OD,OD;TR,6:underrepresented groups|underrepresented; 12:rosacea
482,37144784,2023,The association of cutaneous squamous cell carcinoma and basal cell carcinoma with solid organ transplantation: a cross-sectional study of the All Of Us Research Program,International Journal of Dermatology,5;12,,false,true,OD,OD,5:carcinoma; 12:basal cell carcinoma|squamous cell carcinoma|cutaneous
483,37301967,2023,Using machine learning to develop a clinical prediction model for SSRI-associated bleeding: a feasibility study,BMC Medical Informatics and Decision Making,3;4;6;16,,false,true,,,3:electronic health record|ICD|AUC|clustering|random forest|OMOP|ICD-10|missing data|F1 score|EHR|deep learning|XGBoost|machine learning|SNOMED|notebook|feature selection|model performance; 4:psychosocial|SSRI|psychotherapy; 6:health literacy|education level|low-income|socioeconomic|income|minority; 16:warfarin|pharmacokinetic
488,37268629,2023,Evaluating the use of blood pressure polygenic risk scores across race/ethnic background groups,Nature Communications,1;2;3;4;6;14;17,,false,true,HL;OD,HL;OD;TR,1:stroke|hypertension|heart failure|atrial fibrillation|type 2 diabetes|obesity|coronary|blood pressure|renal disease|BMI|diabetes|renal|heart disease|kidney disease|cardiovascular disease|CVD|cardiovascular; 2:Mendelian randomization|PRS|GWAS|multi-ancestry|WGS|GWAS summary|SNP|genomic|genome-wide association|whole genome sequencing|genome-wide|ancestry|imputation|genetic risk|admixture|association studies|genetic ancestry|polygenic|local ancestry; 3:Researcher Workbench|workbench; 4:smoking|stress; 6:structural racism|racism|African American|Latino|equity|Black participants|Asian American|discrimination|Hispanic; 14:stroke; 17:ethics|recruitment
492,37422017,2023,Prevalence and comorbidity burden of prurigo nodularis in United States adults enrolled in the All of Us research program,Journal of the American Academy of Dermatology,12,,false,true,,,12:prurigo nodularis
493,37418391,2023,Learning important common data elements from shared study data: The All of Us program analysis,PloS One,3;4;5;8;9;17,,false,true,OD,OD;TR,3:Researcher Workbench|workbench|OMOP|FHIR|EHR|SNOMED; 4:mental health|smoking; 5:cancer|esophageal cancer; 8:COVID-19; 9:ulcerative colitis; 17:patient-reported|library
494,,2023,Cutaneous Fungal Infections Associated with Pediatric-Onset Diabetes: A Case-Control Study in the All of Us Research Program,,1;12,,false,true,,,1:type 2 diabetes|T2D|diabetic|glycemic|diabetes|type 1 diabetes; 12:dermatologic|onychomycosis|dermatology|cutaneous
495,37504701,2023,Risk Factors and Treatment Trends for Onychomycosis: A Case-Control Study of Onychomycosis Patients in the All of Us Research Program,"Journal of Fungi %28Basel, Switzerland%29",1;3;4;6;8;12,,false,true,,,1:obesity|BMI|diabetes|cardiovascular|vascular disease; 3:ICD|ICD-10|SNOMED; 4:pain|psychosocial|psychological; 6:underrepresented groups|underrepresented|Hispanic; 8:HIV|infection; 12:hyperhidrosis|onychomycosis
497,37614566,2023,Computational phenotyping with the All of Us Research Program: identifying underrepresented people with HIV or at risk of HIV,JAMIA Open,3;6;8,,false,true,,,3:phenotyping algorithm|electronic health record|ICD|OMOP|ICD-10|computable phenotype|EHR|SNOMED; 6:underrepresented groups|health disparities|social determinants of health|gay|African American|education level|Latino|equity|racial and ethnic|underrepresented|disparities|income|neighborhood|race and ethnicity|Hispanic; 8:HIV|infection|viral load
498,37798822,2023,Genetic Inhibition of APOL1 Pore-Forming Function Prevents APOL1-Mediated Kidney Disease,Journal of the American Society of Nephrology : JASN,1;2;6;8;10;15,,false,true,DK;TR;VA,DK;OD;TR,1:hypertension|preeclampsia|proteinuria|diabetic|CKD|albuminuria|nephropathy|diabetic kidney|AKI|diabetes|renal|kidney disease|eGFR|creatinine; 2:genotype|genomic|genetic variant|ancestry|haplotype|genetic ancestry|loci; 6:socioeconomic|Black participants|Hispanic; 8:infection|sepsis; 10:monogenic|Mendelian; 15:preeclampsia
500,37788923,2023,Using All of Us data to examine the mental health change during COVID-19 pandemic among people living with HIV: A longitudinal study protocol,BMJ Open,1;3;4;6;8,,false,true,MH,MH;OD,1:hypertension|heart failure|renal disease|diabetes|renal|myocardial infarction; 3:Researcher Workbench|electronic health record|ICD|workbench|OMOP|ICD-10|missing data|EHR|N3C; 4:depression|anxiety|loneliness|schizophrenia|well-being|substance use|psychiatric|mental health|smoking|coping|anxiety disorder|psychological|stress; 6:sexual and gender minorities|health disparities|social determinants of health|gay|transgender|gender minority|health literacy|lesbian|minorities|SDOH|low-income|bisexual|socioeconomic|disparities|income|minority|discrimination|housing; 8:HIV|COVID-19|infection|vaccine
502,37847601,2023,Association of autoimmune hepatitis with melanoma and nonmelanoma skin cancer: a case-control study using the All of Us Research Program,Clinical and Experimental Dermatology,5;8;9;12,,false,true,,,5:melanoma|carcinoma|skin cancer|malignancy|cancer; 8:hepatitis; 9:autoimmune; 12:skin cancer|basal cell carcinoma|squamous cell carcinoma|cutaneous
503,37814053,2023,Age-dependent topic modeling of comorbidities in UK Biobank identifies disease subtypes with differential genetic risk,Nature Genetics,2,,false,true,HG;MH;OD,HG;MH;OD;TR,2:PRS|locus|genome-wide|genetic risk|polygenic
504,37806529,2023,Prevalence of palmoplantar pustulosis in the United States using the All of Us Research database,Journal of the American Academy of Dermatology,12,,false,true,,,12:palmoplantar pustulosis
505,37699866,2023,Pyoderma gangrenosum in underrepresented patient populations: An All of Us database analysis,International Wound Journal,1;3;4;6;12;13,,false,true,OD,OD;TR,1:hypertension|atrial fibrillation|heart disease|cardiovascular disease|cardiovascular; 3:electronic health record|EHR|SNOMED; 4:depression|anxiety; 6:underrepresented|Latinx|income|Hispanic; 12:pyoderma gangrenosum; 13:insomnia
506,37863200,2023,Associations between ichthyosis and mood disorders: A case-control study in the All of Us Research Program,Journal of the American Academy of Dermatology,12,,false,true,OD,OD;TR,12:ichthyosis
509,39442069,2024,Life's Essential 8 and Poor Brain Health Outcomes in Middle-Aged Adults,Neurology,1;4;7;11;14,,false,true,,,1:stroke|cholesterol|blood pressure|cardiovascular; 4:depression|smoking; 7:physical activity|sleep duration; 11:dementia; 14:stroke
510,39441983,2024,Equitable community-based participatory research engagement with communities of color drives All of Us Wisconsin genomic research priorities,Journal of the American Medical Informatics Association : JAMIA,2;6;17,,false,true,OD,OD,2:genomic; 6:UBR|underrepresented; 17:research engagement|CBPR|community engagement|community-based participatory|dialogue
511,39472690,2024,U.S. weight trends: a longitudinal analysis of an NIH-partnered dataset,International Journal of Obesity %282005%29,1;13,,false,true,DA;DK,DA;DK,1:type 2 diabetes|obesity|BMI|diabetes; 13:obstructive sleep apnea|sleep apnea
523,39540435,2024,Hyponatremia Associated with the Use of Common Antidepressants in the All of Us Research Program,Clinical Pharmacology and Therapeutics,1;2;3;4;6;7,,false,true,HG;OD,OD;TR,1:heart failure|type 2 diabetes|obesity|diabetic|renal disease|dialysis|diabetes|renal|vascular disease; 2:PheWAS|association study; 3:Researcher Workbench|workbench|EHR; 4:major depressive disorder|antidepressant|pain|SNRI|chronic pain|SSRI|psychiatric|depressive; 6:African American|Latino|underrepresented|Hispanic; 7:wearable
524,39520444,2024,Cardiovascular Risk Factors and Genetic Risk in Transthyretin V142I Carriers,JACC. Heart Failure,1;2;14,,false,true,HL,HL,1:stroke|hypertension|heart failure|obesity|diabetes|cardiovascular; 2:genotype|genetic risk; 14:stroke
525,39519425,2024,Community-Engaged Approaches for Improving the Inclusion of Diverse Communities in a Nutrition Clinical Trial,Nutrients,1;6;8;17,,false,true,HD;TR,OD;TR,1:hypertension|obesity|cardiometabolic|diabetes|cardiovascular; 6:underrepresented groups|Native American|racism|African American|Latino|equity|low-income|racial and ethnic|socioeconomic|underrepresented|disparities|structural barriers|income|poverty|minority|Hispanic; 8:HIV; 17:advisory board|community advisory|trust|outreach|community engagement|informed consent|consent process|recruitment
529,39445291,2024,FBXW7 as a Factor of the African American and White Breast Cancer Racial Disparity,Cureus,2;5;6,,false,true,,,2:SNP|genomic|whole genome sequencing|ancestry|single nucleotide polymorphism; 5:breast cancer|cancer|metastasis|tumor microenvironment|tumor|tumor suppressor; 6:racial disparity|disparity|African American|minorities|socioeconomic|disparities
530,39401251,2024,Health disparities in the risk of severe acidosis: real-world evidence from the All of Us cohort,Journal of the American Medical Informatics Association : JAMIA,1;2;3;6,,false,true,CA;GM;LM;OD,AG;CA;GM;LM;OD;TR,1:glomerular|diabetes|renal|eGFR|cardiovascular; 2:WGS|genomics|genotype|genomic|genome-wide association|whole genome sequencing|genome-wide|association studies|polygenic; 3:ICD|workbench|OMOP|ICD-10|EHR; 6:health disparities|social determinants of health|Medicaid|African American|equity|low-income|socioeconomic|underrepresented|disparities|income|minority|Hispanic|housing
531,,2024,Examining the longitudinal effect of depressive symptoms on physical activity in persons with type 2 diabetes during the COVID-19 pandemic,,1;4;7;8,,false,true,,,1:type 2 diabetes|T2D|diabetes; 4:depressive; 7:physical activity; 8:COVID-19
532,37456268,2023,Building research capacity at FQHCs: A model of support from the All of Us Research Program,Journal of Clinical and Translational Science,3;6;17,,false,true,,,3:Researcher Workbench|workbench|OMOP|EHR|data quality; 6:Medicaid|minorities|UBR|racial and ethnic|underrepresented|income|minority; 17:FQHC|research participation|recruitment
533,39523203,2024,Disparities in cervical cancer screening rates and electronic health record completeness among All of Us Research Program participants,American Journal of Epidemiology,3;5;6,,false,true,,,3:electronic health record; 5:cervical cancer|cancer|cancer screening; 6:disparities
534,39558002,2024,Integrating genome-wide information and wearable device data to explore the link of anxiety and antidepressants with pulse rate variability,Molecular Psychiatry,2;3;4;7,,false,true,AG;DA;MH,AG;DA;MH,2:Mendelian randomization|PRS|whole-genome sequencing|genome-wide association|genome-wide|association studies|polygenic; 3:electronic health record|EHR; 4:anxiety|antidepressant; 7:Fitbit|wearable|wearable device
535,39549270,2024,Evaluating Performance and Agreement of Coronary Heart Disease Polygenic Risk Scores,Jama,1;2,,false,true,DK;HL;OD;TR;VA,DK;HL;OD;TR,1:coronary|heart disease; 2:polygenic
536,39547326,2024,Nonsteroidal immune-modulating therapies and reduced risk of adverse cardiovascular events in dermatomyositis and polymyositis: A cohort study in the All of Us research program,Journal of the American Academy of Dermatology,1;9,,false,true,,,1:cardiovascular; 9:polymyositis|dermatomyositis
537,39585167,2024,Discovering Severe Adverse Reactions From Pharmacokinetic Drug-Drug Interactions Through Literature Analysis and Electronic Health Record Verification,Clinical Pharmacology and Therapeutics,1;3;4;16,,false,true,LM,LM,1:atrial fibrillation|acute kidney injury|arrhythmia; 3:electronic health record|natural language processing|EHR|NLP; 4:depression; 16:pharmacokinetic
